,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
10,48.48,1.0,0.21,0.98,0.97,0.95,3,3,2,"El químico Lee Cronin está working on a 3D printer that, instead of objetos, is able to print moléculas. Una emocionante aplicación con potential a largo plazo: imprimir sus propias medicinas using chemical inks.","['trabajando en', 'en lugar de', 'capaz de', 'potencial', 'utilizando tintas químicas']","['working on', 'instead of', 'is able to', 'potential', 'using chemical inks']","El químico Lee Cronin está trabajando en una impresora 3D que, en lugar de objetos, sea capaz de imprimir moléculas. Una emocionante aplicación con potencial a largo plazo: imprimir sus propias medicinas utilizando tintas químicas.","Chemist Lee Cronin is working on a 3D printer that, instead of objects, is able to print molecules. An exciting potential long-term application: printing your own medicine using chemical inks.","['El', 'químico', 'Lee', 'Cronin', 'está', 'working', 'on', 'a', '3D', 'printer', 'that,', 'instead', 'of', 'objetos,', 'is', 'able', 'to', 'print', 'moléculas.', 'Una', 'emocionante', 'aplicación', 'con', 'potential', 'a', 'largo', 'plazo', ':', 'imprimir', 'sus', 'propias', 'medicinas', 'using', 'chemical', 'inks.']","['spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'other', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng']"
11,38.89,0.91,0.28,0.94,0.97,0.92,2,2,2,"Pero during cuatro generations, él y su familia have literally transformed esta extra hard land into a tasting menu.","['durante', 'generaciones', 'han', 'esta tierra extra dura', 'un menú sabroso']","['during', 'generations', 'have', 'this extra hard land', 'a tasting menu']","Pero durante cuatro generaciones, él y su familia han transformado literalmente esta tierra extra dura en un menú sabroso.","But over four generations, he and his family have literally transformed this extra hard land into a tasting menu.","['Pero', 'during', 'cuatro', 'generations,', 'él', 'y', 'su', 'familia', 'have', 'literally', 'transformed', 'esta', 'extra', 'hard', 'land', 'into', 'a', 'tasting', 'menu.']","['spa', 'other', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
12,45.0,0.98,0.47,0.96,0.94,0.92,2,2,2,La línea Maersk looked at su competencia y saw que everybody who is en navegación thinks que time is money.,"['miró', 'a su competencia', 'vio', 'todos', 'en la navegación', 'piensan que', 'el tiempo es dinero']","['looked', 'at their competition', 'saw', 'everybody', 'in shipping', 'thinks', 'time is money']",La línea Maersk miró a su competencia y vio que todos en la navegación piensan que el tiempo es dinero.,The Maersk Line looked at their competition and saw that everybody who is in shipping thinks time is money.,"['La', 'línea', 'Maersk', 'looked', 'at', 'su', 'competencia', 'y', 'saw', 'que', 'everybody', 'who', 'is', 'en', 'navegación', 'thinks', 'que', 'time', 'is', 'money.']","['spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng']"
13,37.5,0.88,0.6,0.94,0.92,0.89,2,2,2,"Ahora, if he practica for a year and toma clases, he's ocho y suena like this.","['si practica', 'durante un año', 'toma clases', 'tiene ocho', 'y suena así']","['if he practica', 'for a year', 'toma clases', ""he's ocho"", 'y suena like this']","Ahora, si practica durante un año y toma clases, tiene ocho y suena así.","Now, if he practices for a year and takes lessons, he's now eight and he sounds like this.","['Ahora,', 'if', 'he', 'practica', 'for', 'a', 'year', 'and', 'toma', 'clases,', ""he's"", 'ocho', 'y', 'suena', 'like', 'this.']","['spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng']"
14,42.31,0.95,0.43,0.94,0.94,0.88,2,2,2,"La cuestión es, are we ready to tomar el camino de celebrating ordinary heroes que esperan a que llegue la right situation, para poner heroic imagination into action?","['¿estamos dispuestos a', 'celebrar a los héroes cotidianos', 'la situación adecuada', 'hacer que la imaginación heroica actúe']","['are we ready to', 'celebrating ordinary heroes', 'the right situation', 'put heroic imagination into action']","La cuestión es: ¿estamos dispuestos a tomar el camino de celebrar a los héroes cotidianos que esperan a que llegue la situación adecuada, para hacer que la imaginación heroica actúe?","The point is, are we ready to take the path to celebrating ordinary heroes, waiting for the right situation to come along to put heroic imagination into action?","['La', 'cuestión', 'es,', 'are', 'we', 'ready', 'to', 'tomar', 'el', 'camino', 'de', 'celebrating', 'ordinary', 'heroes', 'que', 'esperan', 'a', 'que', 'llegue', 'la', 'right', 'situation,', 'para', 'poner', 'heroic', 'imagination', 'into', 'action', '?']","['spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'eng', 'other', 'spa', 'other', 'eng', 'eng', 'eng', 'eng', 'other']"
15,50.0,1.0,0.26,0.95,0.96,0.9,3,3,2,"Algunas personas think que la natación es a very solo sport, solo te lanzas al mar and off you go.","['creen', 'un deporte de una sola persona', 'y ahi vas']","['think', 'a very solo sport', 'and off you go']","Algunas personas creen que la natación es un deporte de una sola persona, solo te lanzas al mar y ahi vas.","Some people think that swimming is a very solo sport, you just dive into the sea and off you go.","['Algunas', 'personas', 'think', 'que', 'la', 'natación', 'es', 'a', 'very', 'solo', 'sport,', 'solo', 'te', 'lanzas', 'al', 'mar', 'and', 'off', 'you', 'go.']","['spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng']"
16,33.33,0.8,0.19,0.98,0.91,0.9,3,3,3,"Nunca dejará de comer animales, estoy seguro, pero creo que for the benefit of everyone, the time has come to dejar de criarlos de manera industrial y de comerlos sin pensar en ello.","['por el beneficio de todos', 'ha llegado el momento']","['for the benefit of everyone', 'the time has come']","Nunca dejará de comer animales, estoy seguro, pero creo que por el beneficio de todos, ha llegado el momento de dejar de criarlos de manera industrial y de comerlos sin pensar en ello.","I'll never stop eating animals, I'm sure, but I do think that for the benefit of everyone, the time has come to stop raising them industrially and stop eating them thoughtlessly.","['Nunca', 'dejará', 'de', 'comer', 'animales,', 'estoy', 'seguro,', 'pero', 'creo', 'que', 'for', 'the', 'benefit', 'of', 'everyone,', 'the', 'time', 'has', 'come', 'to', 'dejar', 'de', 'criarlos', 'de', 'manera', 'industrial', 'y', 'de', 'comerlos', 'sin', 'pensar', 'en', 'ello.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa']"
17,41.67,0.95,0.25,0.96,0.98,0.95,3,2,2,"Tomé las primeras 10,000 sheep that I collected, y las puse en un website called TheSheepMarket.com where you can actually buy collections de 20 ovejas.","['10 mil', 'ovejas', 'recibidas', 'sitio web', 'se pueden comprar', 'colecciones']","['10,000', 'sheep', 'that I collected', 'website', 'you can actually buy', 'collections']",Tomé las primeras 10 mil ovejas recibidas y las puse en un sitio web llamado TheSheepMarket.com donde se pueden comprar colecciones de 20 ovejas.,"I took the first 10,000 sheep that I collected, and I put them on a website called TheSheepMarket.com where you can actually buy collections of 20 sheep.","['Tomé', 'las', 'primeras', '10,000', 'sheep', 'that', 'I', 'collected,', 'y', 'las', 'puse', 'en', 'un', 'website', 'called', 'TheSheepMarket.com', 'where', 'you', 'can', 'actually', 'buy', 'collections', 'de', '20', 'ovejas.']","['spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'other', 'spa']"
18,25.0,0.6,0.22,0.98,0.93,0.92,3,3,2,"En realidad, una gran parte de nuestros procedimientos fue la creación de un lighting environment para cada lugar en el que Benjamin tenía que aparecer para que pudiéramos poner la cabeza de Ben en cualquier scene y it would exactly match la iluminación que usaron los demás actores en el real world.","['sistema de iluminación', 'escena', 'igualara', 'mundo real']","['lighting environment', 'scene', 'it would exactly match', 'real world']","En realidad, una gran parte de nuestros procedimientos fue la creación de un sistema de iluminación para cada lugar en el que Benjamin tenía que aparecer para que pudiéramos poner la cabeza de Ben en cualquier escena e igualara la iluminación que usaron los demás actores en el mundo real.","So really, a big part of our processes was creating a lighting environment for every single location that Benjamin had to appear so that we could put Ben's head into any scene and it would exactly match the lighting that's on the other actors in the real world.","['En', 'realidad,', 'una', 'gran', 'parte', 'de', 'nuestros', 'procedimientos', 'fue', 'la', 'creación', 'de', 'un', 'lighting', 'environment', 'para', 'cada', 'lugar', 'en', 'el', 'que', 'Benjamin', 'tenía', 'que', 'aparecer', 'para', 'que', 'pudiéramos', 'poner', 'la', 'cabeza', 'de', 'Ben', 'en', 'cualquier', 'scene', 'y', 'it', 'would', 'exactly', 'match', 'la', 'iluminación', 'que', 'usaron', 'los', 'demás', 'actores', 'en', 'el', 'real', 'world.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng']"
19,45.28,0.98,0.28,0.97,0.97,0.94,3,3,3,"En cierto momento la NASA hizo un experimento donde took images of Mars que querían mapear. Y dijeron: en lugar de tener tres o cuatro fully trained Ph.D.s haciendo esto todo el tiempo, dividámoslo en pequeños componentes, pongámoslo en la web y veamos si gente, using a very simple interface, le dedicarán cinco o 10 minutos, clicking. Después de seis meses, 85,000 personas usaron esto para generate mapping at a faster rate than the images were coming in, lo cual fué, y cito, ""practically indistinguishable from the markings of a fully-trained Ph.D.,"" una vez que se lo mostraban a cierto número de personas y computed the average.","['obtuvieron imágenes de marte', 'tres o cuatro personas con doctorado', 'usando una interfaz muy simple', 'dando clics', 'generar mapas más rápidos que la velocidad con la que las imágenes llegaban', 'prácticamente iguales a las marcaciones de una persona entrenada con doctorado', 'calculaban el promedio']","['took images of Mars', 'tres o cuatro fully trained Ph.D.s', 'using a very simple interface', 'clicking', 'generate mapping at a faster rate than the images were coming in', 'practically indistinguishable from the markings of a fully-trained Ph.D.', 'computed the average']","En cierto momento la NASA hizo un experimento donde obtuvieron imágenes de marte que querían mapear. Y dijeron: en lugar de tener tres o cuatro personas con doctorado haciendo esto todo el tiempo, dividámoslo en pequeños componentes, pongámoslo en la web y veamos si gente, usando una interfaz muy simple, le dedicarán cinco o 10 minutos, dando clics. Después de seis meses, 85,000 personas usaron esto para generar mapas más rápidos que la velocidad con la que las imágenes llegaban, lo cual fué, y cito, ""prácticamente iguales a las marcaciones de una persona entrenada con doctorado,"" una vez que se lo mostraban a cierto número de personas y calculaban el promedio.","So, NASA, at some point, did an experiment where they took images of Mars that they were mapping, and they said, instead of having three or four fully trained Ph.D.s doing this all the time, let's break it up into small components, put it up on the Web, and see if people, using a very simple interface, will actually spend five minutes here, 10 minutes there, clicking. After six months, 85,000 people used this to generate mapping at a faster rate than the images were coming in, which was, quote, ""practically indistinguishable from the markings of a fully-trained Ph.D.,"" once you showed it to a number of people and computed the average.","['En', 'cierto', 'momento', 'la', 'NASA', 'hizo', 'un', 'experimento', 'donde', 'took', 'images', 'of', 'Mars', 'que', 'querían', 'mapear.', 'Y', 'dijeron', ':', 'en', 'lugar', 'de', 'tener', 'tres', 'o', 'cuatro', 'fully', 'trained', 'Ph.D.s', 'haciendo', 'esto', 'todo', 'el', 'tiempo,', 'dividámoslo', 'en', 'pequeños', 'componentes,', 'pongámoslo', 'en', 'la', 'web', 'y', 'veamos', 'si', 'gente,', 'using', 'a', 'very', 'simple', 'interface,', 'le', 'dedicarán', 'cinco', 'o', '10', 'minutos,', 'clicking.', 'Después', 'de', 'seis', 'meses,', '85,000', 'personas', 'usaron', 'esto', 'para', 'generate', 'mapping', 'at', 'a', 'faster', 'rate', 'than', 'the', 'images', 'were', 'coming', 'in,', 'lo', 'cual', 'fué,', 'y', 'cito,', '""', 'practically', 'indistinguishable', 'from', 'the', 'markings', 'of', 'a', 'fully-trained', 'Ph.D.,', '""', 'una', 'vez', 'que', 'se', 'lo', 'mostraban', 'a', 'cierto', 'número', 'de', 'personas', 'y', 'computed', 'the', 'average.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'other', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'spa', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'other', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng']"
20,40.91,0.94,0.19,0.95,0.91,0.84,2,2,2,"El sistema del placer, como you see, que son los internal opiates, there is a hormone oxytocin, está distribuida en el cerebro.","['como ven', 'los opiatos internos', 'la hormona oxitocina']","['como you see', 'los internal opiates', 'there is a hormone oxytocin']","El sistema del placer, como ven, que son los opiatos internos, la hormona oxitocina, está distribuida en el cerebro.","The pleasure system, as you see, which is the internal opiates, there is a hormone oxytocin, is widely spread throughout the brain.","['El', 'sistema', 'del', 'placer,', 'como', 'you', 'see,', 'que', 'son', 'los', 'internal', 'opiates,', 'there', 'is', 'a', 'hormone', 'oxytocin,', 'está', 'distribuida', 'en', 'el', 'cerebro.']","['spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa']"
21,31.58,0.76,0.22,0.94,0.91,0.85,2,2,2,"Alejandro tenía una story that su madre used to tell him, y he went out to conquer el mundo.","['historia', 'contarle', 'salió', 'el mundo']","['story', 'tell him', 'went out', 'the world']",Alejandro tenía una historia que su madre solía contarle y salió a conquistar el mundo.,"Alexander had a story that his mother used to tell him, and he went out to conquer the world.","['Alejandro', 'tenía', 'una', 'story', 'that', 'su', 'madre', 'used', 'to', 'tell', 'him,', 'y', 'he', 'went', 'out', 'to', 'conquer', 'el', 'mundo.']","['spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa']"
