,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
10,40.91,0.94,0.19,0.94,0.9,0.85,2,2,2,而在 intergalactic space 中，这三个 prerequisites for the open-ended creation of knowledge 存在的可能性极端之小。,[],[],而在星系间的空间中，这三个 创造开放式知识的前提条件存在的可能性极端之小。,"Out in intergalactic space, those three prerequisites for the open-ended creation of knowledge are at their lowest possible supply.","['而', '在', 'intergalactic', 'space', '中', '，', '这', '三个', 'prerequisites', 'for', 'the', 'open-ended', 'creation', 'of', 'knowledge', '存在', '的', '可能性', '极端', '之', '小', '。']","['chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
11,40.0,0.92,0.21,0.95,0.91,0.88,2,2,2,他用MRI studies the brain，他宣称这是 the most beautiful brain that he has ever scanned。,[],[],他用MRI（核磁共振成像）研究大脑，他宣称 这是他扫描过的最美丽的人脑。,"He studies the brain using MRI, and he claims that this is the most beautiful brain that he has ever scanned.","['他', '用', 'MRI', 'studies', 'the', 'brain', '，', '他', '宣称', '这是', 'the', 'most', 'beautiful', 'brain', 'that', 'he', 'has', 'ever', 'scanned', '。']","['chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi']"
12,48.39,1.0,0.1,0.91,0.9,0.85,2,2,2,我希望你们考虑的是：What does it mean when these 点不是代表你的基因的碱基 but they connect to genomes all across the planet?,[],[],我希望你们考虑的是： 如果这些点不是代表你的基因的碱基 而是整个星球上基因相连 这意味着什么？,"So what I'd like you to consider is: What does it mean when these dots don't represent the individual bases of your genome, but they connect to genomes all across the planet?","['我', '希望', '你们', '考虑', '的', '是', '：', 'What', 'does', 'it', 'mean', 'when', 'these', '点', '不是', '代表', '你', '的', '基因', '的', '碱基', 'but', 'they', 'connect', 'to', 'genomes', 'all', 'across', 'the', 'planet', '?']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
13,48.15,1.0,0.12,0.96,0.91,0.88,3,3,2,"那我就这么开始吧： a couple years ago, 一个活动策划人打电话给我，because I was going to do a speaking event.",[],[],那我就这么开始吧： 几年前，一个活动策划人打电话给我， 因为我当时要做一个演讲。,"So, I'll start with this: a couple years ago, an event planner called me because I was going to do a speaking event.","['那', '我', '就', '这么', '开始', '吧', '：', 'a', 'couple', 'years', 'ago,', '一个', '活动', '策划人', '打电话', '给', '我', '，', 'because', 'I', 'was', 'going', 'to', 'do', 'a', 'speaking', 'event.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
14,24.62,0.59,0.23,0.93,0.88,0.82,3,2,2,"当你看DNA origami的时候, you can see that 它实际上到底是什么, 即使你认为它是个很复杂的东西, is a bunch of 双螺旋平行排列在一起, 它们之所以能组合在一起, 是因为有那些短小链一端和一个螺旋结合, 同时另一端再和另一处结合.",[],[],"当你看DNA""折纸""的时候 你能看到它实际上到底是什么 即使你认为它是个很复杂的东西 其实只是一些双螺旋平行排列在一起 它们之所以能组合在一起 是因为有那些短小链一端和一个螺旋结合 同时另一端再和另一处结合","When you look at DNA origami, you can see that what it really is, even though you think it's complicated, is a bunch of double helices that are parallel to each other, and they're held together by places where short strands go along one helix and then jump to another one.","['当', '你', '看', 'DNA', 'origami', '的', '时候', ',', 'you', 'can', 'see', 'that', '它', '实际上', '到底', '是', '什么', ',', '即使', '你', '认为', '它', '是', '个', '很', '复杂', '的', '东西', ',', 'is', 'a', 'bunch', 'of', '双螺旋', '平行', '排列', '在', '一起', ',', '它们', '之所以', '能', '组合', '在', '一起', ',', '是因为', '有', '那些', '短小', '链', '一端', '和', '一个', '螺旋', '结合', ',', '同时', '另一端', '再', '和', '另', '一处', '结合', '.']","['chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng']"
15,46.88,0.99,0.26,0.94,0.9,0.89,3,2,2,"我们首先将从看这个 white ball 开始 -- and I'm going to tell you 哪种颜色, 同时我还会告诉你 to go with your fingers. 好了吗？",[],[],我们首先将从看这个白色的球开始 然后我会告诉你哪种颜色 同时我还会告诉你动气手指来。好了吗？,"So, we're going to start off looking at the white ball -- and I'm going to tell you which color, and I'm also going to tell you to go with your fingers. OK?","['我们', '首先', '将', '从', '看', '这个', 'white', 'ball', '开始', '--', 'and', ""I'm"", 'going', 'to', 'tell', 'you', '哪', '种颜色', ',', '同时', '我', '还', '会', '告诉', '你', 'to', 'go', 'with', 'your', 'fingers.', '好了吗', '？']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi']"
16,30.43,0.73,0.36,0.91,0.93,0.87,3,3,3,基本上，一个 zero-sum game，是你习惯在 sports 中遇到的，其中有 a winner 和 a loser。,[],[],基本上，一个零和的游戏，是你习惯在运动会中遇到的， 其中有优胜者和失败者。,"Basically, a zero-sum game is the kind you're used to in sports, where there's a winner and a loser.","['基本上', '，', '一个', 'zero-sum', 'game', '，', '是', '你', '习惯', '在', 'sports', '中', '遇到', '的', '，', '其中', '有', 'a', 'winner', '和', 'a', 'loser', '。']","['chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'eng', 'eng', 'chi']"
17,38.1,0.89,0.2,0.91,0.92,0.84,2,2,2,例如，他们会告诉一个14-year-old kid，他们会给他一whole roll of bills to hold。,[],[],例如，他们会告诉一个14岁的孩子， 他们会给他一整把美金。,"So for instance, they would give a 14-year-old kid -- they'd give him a whole, you know, roll of bills to hold.","['例如', '，', '他们', '会', '告诉', '一个', '14-year-old', 'kid', '，', '他们', '会', '给', '他', '一', 'whole', 'roll', 'of', 'bills', 'to', 'hold', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi']"
18,35.71,0.85,0.19,0.91,0.92,0.84,3,3,2,"汤姆·梅恩：Howard? 我正坐在Howard旁边。显然，我不认识他。 哦，he's going, I hope you're not next.",[],[],汤姆·梅恩：霍华德？我正坐在霍华德旁边。显然，我不认识他。 哦，他要走了，你们可别丢下我。,"Thom Mayne: Howard? I'm sitting next to Howard. I don't know Howard, obviously, and he's going, I hope you're not next.","['汤姆', '·', '梅恩', '：', 'Howard', '?', '我', '正', '坐在', 'Howard', '旁边', '。', '显然', '，', '我', '不', '认识', '他', '。', '哦', '，', ""he's"", 'going,', 'I', 'hope', ""you're"", 'not', 'next.']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
19,27.27,0.66,0.23,0.97,0.9,0.88,3,2,3,故在3年内，from 2003 to 2006，我们能够建立一些norm in place。这些规范确实改变了过去的paradigm，有关渔民从事deep-sea bottom trawling的模式，,[],[],故在3年内， 从2003到2006年， 我们能够建立一些规范。 这些规范确实改变了过去的模式， 有关渔民从事 深海拖网捕捞的模式，,"So within three years, from 2003 to 2006, we were able to get norm in place that actually changed the paradigm of how fishers went about deep-sea bottom trawling.","['故', '在', '3', '年内', '，', 'from', '2003', 'to', '2006', '，', '我们', '能够', '建立', '一些', 'norm', 'in', 'place', '。', '这些', '规范', '确实', '改变', '了', '过去', '的', 'paradigm', '，', '有关', '渔民', '从事', 'deep-sea', 'bottom', 'trawling', '的', '模式', '，']","['chi', 'chi', 'other', 'chi', 'chi', 'eng', 'other', 'eng', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi']"
20,12.0,0.27,0.25,0.98,0.89,0.88,3,3,2,20年前，在a conference Richard和我一同参加的一个会上，我wrote a poem，在今天同样适用。,[],[],20年前，在Richard和我一同参加的一个会上， 我写了一首诗，在今天同样适用。,"Twenty years ago, in a conference Richard and I were at together, I wrote a poem, which seems to me to still hold for me today.","['20', '年前', '，', '在', 'a', 'conference', 'Richard', '和', '我', '一同', '参加', '的', '一个', '会上', '，', '我', 'wrote', 'a', 'poem', '，', '在', '今天', '同样', '适用', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
21,40.74,0.93,0.12,0.88,0.9,0.86,3,3,2,"他写道：“The universe cannot be read 除非学会它的语言，且 become familiar with the characters in which it is written.""",[],[],他写道：“我们无法阅读宇宙， 除非学会它的语言， 且熟悉其写作特点。,"He wrote, ""The universe cannot be read until we have learnt the language and become familiar with the characters in which it is written.","['他', '写道', '：', '“', 'The', 'universe', 'cannot', 'be', 'read', '除非', '学会', '它', '的', '语言', '，', '且', 'become', 'familiar', 'with', 'the', 'characters', 'in', 'which', 'it', 'is', 'written.', '""']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
22,35.71,0.85,0.21,0.98,0.91,0.89,2,2,2,"大约于一 year and a half ago, Stephen Lawler 在TED 2007 做了一个关于虚拟地球的演讲, brought me over to become the architect of Bing Maps, 那是微软于在线地图方面的一次努力.",[],[],大约于一年半前 Stephen Lawler 在TED 2007 做了一个 关于虚拟地球的演讲 也是他使我成为Bing地图的软件建筑师 那是微软于在线地图方面的一次努力,"About a year and a half ago, Stephen Lawler, who also gave a talk here at TED in 2007 on Virtual Earth, brought me over to become the architect of Bing Maps, which is Microsoft's online-mapping effort.","['大约', '于', '一', 'year', 'and', 'a', 'half', 'ago,', 'Stephen', 'Lawler', '在', 'TED', '2007', '做', '了', '一个', '关于', '虚拟', '地球', '的', '演讲', ',', 'brought', 'me', 'over', 'to', 'become', 'the', 'architect', 'of', 'Bing', 'Maps,', '那', '是', '微软', '于', '在线', '地图', '方面', '的', '一次', '努力', '.']","['chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng']"
23,13.33,0.3,0.14,0.94,0.89,0.84,3,3,3,这个框架是用木头 和composite materials作成的，所以很难收回这些能量，如果你用FSC-certified lumber它们是可成为可持续性的能源。,[],[],这个框架是用木头 和合成材料作成的， 所以很难收回这些能量， 如果你用F.S.C. 验证的木材 它们是可成为可持续性的能源。,"And so this is framing -- lumber, composite materials -- and it's kind of hard to get the embodied energy out of that, but it can be a sustainable resource if you use FSC-certified lumber.","['这个', '框架', '是', '用', '木头', '和', 'composite', 'materials', '作成', '的', '，', '所以', '很难', '收回', '这些', '能量', '，', '如果', '你', '用', 'FSC-certified', 'lumber', '它们', '是', '可', '成为', '可持续性', '的', '能源', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
24,36.0,0.85,0.12,0.97,0.86,0.84,3,3,3,"现在有几十个，可能是上百个研究显示 if you believe you're drinking the expensive stuff, 你会觉得它更好喝.",[],[],现在有几十个，可能是上百个研究显示 如果你相信你在喝昂贵的东西 你会觉得它更好喝,"There are now dozens, perhaps hundreds of studies showing that if you believe you're drinking the expensive stuff, it tastes better to you.","['现在', '有', '几十个', '，', '可能', '是', '上', '百个', '研究', '显示', 'if', 'you', 'believe', ""you're"", 'drinking', 'the', 'expensive', 'stuff,', '你', '会', '觉得', '它', '更好', '喝', '.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng']"
25,16.67,0.38,0.2,0.94,0.91,0.88,3,3,2,不仅如此，当你 cut emissions 的时候，你并没有 cut concentrations。因为 concentrations，是空气中CO2的总量，是长期排放的总和。,[],[],不仅如此，当你减少排量的时候，你并没有减少浓度。 因为浓度的定义是空气中CO2的总量， 是长期排放的总和。,"And not only that, when you cut emissions, you don't cut concentrations, because concentrations, the amount of CO2 in the air, is the sum of emissions over time.","['不仅如此', '，', '当', '你', 'cut', 'emissions', '的', '时候', '，', '你', '并', '没有', 'cut', 'concentrations', '。', '因为', 'concentrations', '，', '是', '空气', '中', 'CO2', '的', '总量', '，', '是', '长期', '排放', '的', '总和', '。']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
26,32.14,0.77,0.32,0.89,0.87,0.88,3,3,3,"""你们的软件不但crashed了我的Mac♪ 还一直hangs和bombs -- 擦除了我的ROMS! 现在那Mac makes the sounds of silence.""",[],[],你们的软件不但宕了我的Mac♪ 还一直挂起和破坏 -- 擦除了我的ROM! 现在那Mac♪ 发出了寂静之声♪,It's not enough your software crashed my Mac and it constantly hangs and bombs -- it erased my ROMS! Now the Mac makes the sounds of silence.,"['""', '你们', '的', '软件', '不但', 'crashed', '了', '我', '的', 'Mac', '♪', '还', '一直', 'hangs', '和', 'bombs', '--', '擦', '除了', '我', '的', 'ROMS', '!', '现在', '那', 'Mac', 'makes', 'the', 'sounds', 'of', 'silence.', '""']","['other', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'eng', 'other', 'chi', 'chi', 'chi', 'chi', 'eng', 'other', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'other']"
27,44.44,0.98,0.18,0.91,0.86,0.83,3,3,2,他曾告诉我 -- he looked kind of sad; 他很担心那些 haves and have-nots.,[],[],他曾告诉我 －－ 他看起来有些悲伤； 他很担心那些拥有一切的和一无所有的。,He once told me -- he looked kind of sad; he worries very much about the haves and have-nots.,"['他', '曾', '告诉', '我', '--', 'he', 'looked', 'kind', 'of', 'sad', ';', '他', '很', '担心', '那些', 'haves', 'and', 'have-nots.']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng']"
28,37.04,0.87,0.22,0.93,0.87,0.82,3,3,2,意识到在这种环境下 it's difficult to get loans，人们开始和 those people you trust 做生意，在他们熟悉的 local markets。,[],[],意识到在这种环境下很难获得融资， 人们开始和那些信赖的人做生意， 在他们熟悉的地方性市场。,"Realizing that it's difficult to get loans in this environment, you're doing business with people you trust, in your local markets.","['意识', '到', '在', '这种', '环境', '下', ""it's"", 'difficult', 'to', 'get', 'loans', '，', '人们', '开始', '和', 'those', 'people', 'you', 'trust', '做生意', '，', '在', '他们', '熟悉', '的', 'local', 'markets', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi']"
